Front;Back;Tags
O que é **Efeito produtividade**?;automação reduz custos, expande produção, aumenta demanda por trabalho nas tarefas não-automatizadas;conhecimento-geral,economia-digital
O que é **Efeito deslocamento**?;trabalhadores são substituídos diretamente por máquinas;conhecimento-geral,economia-digital
O que é **Alta qualificação**?;gerentes, profissionais técnicos, médicos, engenheiros — salários e empregos crescentes;conhecimento-geral,economia-digital
O que é **Média qualificação**?;operários, escriturários, caixas, telemarketing — empregos declinantes;conhecimento-geral,economia-digital
O que é **Baixa qualificação**?;serviços pessoais, limpeza, segurança, cuidados — empregos estáveis ou crescentes;conhecimento-geral,economia-digital
O que é **EUA**?;Autor, Katz & Kearney (2006), Acemoglu & Autor (2011) — polarização clara desde 1980;conhecimento-geral,economia-digital
O que é **Europa**?;Goos, Manning & Salomons (2009, 2014) — polarização também presente, mas atenuada por instituições (sindicatos, seguro-desemprego);conhecimento-geral,economia-digital
O que é **Brasil**?;evidência mista — polarização menos pronunciada devido a maior informalidade e rigidez institucional;conhecimento-geral,economia-digital
O que é **Aumento cognitivo**?;LLMs como copilotos de conhecimento;conhecimento-geral,economia-digital
O que é **Aumento físico**?;exoesqueletos para trabalhadores da construção;conhecimento-geral,economia-digital
O que é **Aumento sensorial**?;realidade aumentada para técnicos de manutenção;conhecimento-geral,economia-digital
O que é **Amazon**?;$1.2 bilhão em programas de upskilling (2025), 300 mil funcionários treinados;conhecimento-geral,economia-digital
O que é **Google**?;certificações profissionais (suporte de TI, análise de dados, gerenciamento de projetos);conhecimento-geral,economia-digital
O que é **Microsoft**?;Global Skills Initiative — 25 milhões de pessoas treinadas;conhecimento-geral,economia-digital
O que é **Tempo**?;reskilling leva meses a anos — a automação ocorre em semanas;conhecimento-geral,economia-digital
O que é **Custo**?;treinamento profundo custa $5k–$20k por trabalhador;conhecimento-geral,economia-digital
O que é **Seleção adversa**?;trabalhadores mais afetados geralmente têm menor propensão a treinamento;conhecimento-geral,economia-digital
O que é **Risco mínimo**?;sem restrições (filtros de spam);conhecimento-geral,economia-digital
O que é **Risco limitado**?;obrigações de transparência (chatbots);conhecimento-geral,economia-digital
O que é **Alto risco**?;avaliação de conformidade obrigatória (contratação, demissão, performance);conhecimento-geral,economia-digital
O que é **Risco inaceitável**?;proibido (social scoring de trabalhadores);conhecimento-geral,economia-digital
O que é **AMTs (caixas eletrônicos)**?;um dos exemplos mais citados de automação que não destruiu empregos;conhecimento-geral,economia-digital
O que é **Efeito**?;número de caixas bancários nos EUA **aumentou** de 250K (1970) para 500K (2010);conhecimento-geral,economia-digital
O que é **Mecanismo**?;ATMs reduziram o custo de operação de agências bancárias, bancos abriram mais agências, contrataram mais caixas bancários — mas agora com funções de vendas e relacionamento;conhecimento-geral,economia-digital
O que é **IA generativa**?;será o ATM dos advogados/contadores?;conhecimento-geral,economia-digital
O que é **Controvérsia**?;condições de trabalho, monitoramento algorítmico, alta rotatividade (~150% ao ano);conhecimento-geral,economia-digital
O que é **Lição**?;automação pode coexistir com alto emprego, mas a qualidade do trabalho importa;conhecimento-geral,economia-digital
O que é **Contraponto**?;surgimento de novos papéis — engenheiro de prompt, auditor de IA, especialista em curadoria;conhecimento-geral,economia-digital
O que é **Dados preliminares**?;freelance writers no Upwork tiveram queda de 30% nas contratações (2023);conhecimento-geral,economia-digital
O que é **Abert**?;trabalhadores de colarinho branco (escritores, advogados, contadores) são mais expostos que colarinho azul;conhecimento-geral,economia-digital
O que é **Alternativa**?;o declínio pode ser devido à globalização, financeirização, ou poder de monopólio, não automação;conhecimento-geral,economia-digital
O que é **Consenso**?;é multifatorial, mas a automação contribui;conhecimento-geral,economia-digital
O que é **Rastreamento online**?;cookies, pixels, fingerprinting de navegador, scripts de rastreamento;conhecimento-geral,economia-digital
O que é **Rastreamento offline**?;sensores IoT, câmeras de reconhecimento facial, geolocalização, wearables;conhecimento-geral,economia-digital
O que é **Rastreamento relacional**?;grafos sociais, interações entre contatos, metadados de comunicação;conhecimento-geral,economia-digital
O que é **Rastreamento preditivo**?;dados inferidos (o que o sistema *calcula* que você fará);conhecimento-geral,economia-digital
O que é **Arquiteturas de escolha**?;design de interfaces que direcionam o usuário para decisões específicas (dark patterns);conhecimento-geral,economia-digital
O que é **Reforço intermitente**?;notificações push, curtidas, validação social em intervalos imprevisíveis (mesmo mecanismo dos caça-níqueis);conhecimento-geral,economia-digital
O que é **Dados emocionais**?;sistemas detectam seu estado emocional e ajustam conteúdo para manter engajamento;conhecimento-geral,economia-digital
O que é **Micro-targeting**?;mensagens personalizadas para vulnerabilidades psicológicas individuais;conhecimento-geral,economia-digital
O que é **Loops virais**?;algoritmos de recomendação que priorizam conteúdo que maximiza tempo de tela;conhecimento-geral,economia-digital
O que é **Anunciantes**?;maior mercado (Google + Meta dominam ~50% da publicidade digital global);conhecimento-geral,economia-digital
O que é **Seguradoras**?;precificação baseada em comportamento;conhecimento-geral,economia-digital
O que é **Empregadores**?;triagem de candidatos, monitoramento de funcionários;conhecimento-geral,economia-digital
O que é **Governos**?;vigilância policial, predição de crimes, controle de fronteiras;conhecimento-geral,economia-digital
O que é **Partidos políticos**?;micro-targeting eleitoral;conhecimento-geral,economia-digital
O que é **Fundos de hedge**?;dados alternativos para trading (sentimento de redes sociais, imagens de satélite de estacionamentos);conhecimento-geral,economia-digital
O que é **Meta**?;~35% margem líquida (pré-Apple ATT);conhecimento-geral,economia-digital
O que é **David Harvey**?;vê como continuação lógica do capitalismo financeiro;conhecimento-geral,economia-digital
O que é **Evgeny Morozov**?;"critica o """"tecnossolucionismo"""" de Zuboff (sugerir que regulação resolverá)";conhecimento-geral,economia-digital
O que é **Apple Neural Engine**?;reconhecimento facial e processamento de fotos no iPhone;conhecimento-geral,economia-digital
O que é **Google Federated Learning**?;teclado Gboard aprende no dispositivo sem enviar dados;conhecimento-geral,economia-digital
O que é **Alexa Local Voice Control**?;processamento de voz local (modelos mais recentes);conhecimento-geral,economia-digital
O que é **Dados pessoais**?;informações sobre indivíduos (preferências, localização, saúde, comportamento);conhecimento-geral,economia-digital
O que é **Dados operacionais**?;métricas de negócio, logs, sensores, IoT;conhecimento-geral,economia-digital
O que é **Dados públicos**?;governo aberto, dados censitários, clima;conhecimento-geral,economia-digital
O que é **Dados derivados**?;insights, scores, embeddings, modelos treinados;conhecimento-geral,economia-digital
O que é **CPM (Cost per Mille)**?;por 1000 registros;conhecimento-geral,economia-digital
O que é **CPC (Cost per Contact)**?;por contato individual;conhecimento-geral,economia-digital
O que é **Revenue share**?;percentual da receita gerada;conhecimento-geral,economia-digital
O que é **Subscription**?;taxa mensal/anual por acesso contínuo;conhecimento-geral,economia-digital
O que é **Data segments**?;"""""automotive intenders"""", """"new parents"""", """"luxury shoppers""""";conhecimento-geral,economia-digital
O que é **Scores**?;credit score, propensity to buy, risk score, churn probability;conhecimento-geral,economia-digital
O que é **Identity graphs**?;resolução de identidade cross-device e cross-channel;conhecimento-geral,economia-digital
O que é **Lookalike modeling**?;encontrar pessoas similares a clientes existentes;conhecimento-geral,economia-digital
O que é **Cambridge Analytica (2018)**?;dados de 87M usuários do Facebook usados para microtargeting político;conhecimento-geral,economia-digital
O que é **Experian data breach (2015)**?;15M registros de clientes T-Mobile expostos;conhecimento-geral,economia-digital
O que é **Clearview AI**?;scraping de 3B+ imagens sem consentimento para reconhecimento facial;conhecimento-geral,economia-digital
O que é **Regulação crescente**?;GDPR, CCPA, LGPD, CPRA, proposed ADPPA (EUA) restringem coleta e venda;conhecimento-geral,economia-digital
O que é **Open Data Institute (ODI)**?;pesquisa e protótipos de data trusts (2017–2019);conhecimento-geral,economia-digital
O que é **Sidewalk Labs (Toronto)**?;proposta controversa de data trust para dados urbanos (cancelado 2020);conhecimento-geral,economia-digital
O que é **Brookelyn Data Trust**?;dados de estudantes e educação (NYC);conhecimento-geral,economia-digital
O que é **NHS Data Trust**?;dados de saúde do Reino Unido (em discussão);conhecimento-geral,economia-digital
O que é **Direito de coletar**?;quem pode capturar?;conhecimento-geral,economia-digital
O que é **Direito de usar**?;para quais finalidades?;conhecimento-geral,economia-digital
O que é **Direito de excluir**?;quem pode ser impedido de usar?;conhecimento-geral,economia-digital
O que é **Direito de transferir**?;pode vender? licenciar?;conhecimento-geral,economia-digital
O que é **Direito de modificar**?;pode transformar, agregar, derivar?;conhecimento-geral,economia-digital
O que é **Direito de destruir**?;pode apagar definitivamente?;conhecimento-geral,economia-digital
O que é **Fourcade e Healy (2017)**?;"""""Classification situations"""" — dados criam novas formas de estratificação social (scores, ratings, classifications)";conhecimento-geral,economia-digital
O que é **Pasquale (2015)**?;"""""The Black Box Society"""" — assimetria de informação entre coletores e titulares";conhecimento-geral,economia-digital
O que é **Morozov (2013)**?;"""""To Save Everything, Click Here"""" — tecnossolucionismo e reducionismo de dados";conhecimento-geral,economia-digital
O que é **Sadowski (2019)**?;"""""When data is capital"""" — dados não são """"o novo petróleo"""", mas um novo tipo de capital";conhecimento-geral,economia-digital
O que é **Couldry e Mejias (2019)**?;"""""Data colonialism"""" — extração de dados como nova forma de colonização";conhecimento-geral,economia-digital
O que é **BANK OF ENGLAND**?;"""""The Economics of Data"""", Speech by Andrew Haldane, 2021";conhecimento-geral,economia-digital
O que é **NBER**?;"""""The Value of Data"""", Working Paper 27896, 2021";conhecimento-geral,economia-digital
O que é **CCPA**?;California Consumer Privacy Act, 2018 (emendado pelo CPRA, 2020);conhecimento-geral,economia-digital
O que é **EU Data Governance Act**?;Regulamento (UE) 2022/868, de 30 de maio de 2022;conhecimento-geral,economia-digital
O que é **EU Data Act**?;Regulamento (UE) 2023/2854, de 13 de dezembro de 2023;conhecimento-geral,economia-digital
O que é **Cobertura**?;100% da população;conhecimento-geral,economia-digital
O que é **Valor**?;~linha de pobreza (ex.: US$2K/mês per capita);conhecimento-geral,economia-digital
O que é **Valor líquido**?;progressivo;conhecimento-geral,economia-digital
O que é **Contra-argumento**?;"a RBU substitui outros gastos sociais; custo líquido é menor";conhecimento-geral,economia-digital
